,Title,Poet,Lines,Last_Word
17268,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Oh! many a time have I, a five years' Child,",Child
17269,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"A naked Boy, in one delightful Rill,",Rill
17270,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"A little Mill-race sever'd from his stream,",stream
17271,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Made one long bathing of a summer's day,",day
17272,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Bask'd in the sun, and plunged, and bask'd again",again
17273,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Alternate all a summer's day, or cours'd",d
17274,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Over the sandy fields, leaping through groves",groves
17275,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of yellow grunsel, or when crag and hill,",hill
17276,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The woods, and distant Skiddaw's lofty height,",height
17277,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Were bronz'd with a deep radiance, stood alone",alone
17278,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Beneath the sky, as if I had been born",born
17279,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"On Indian Plains, and from my Mother's hut",hut
17280,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Had run abroad in wantonness, to sport,",sport
17281,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"A naked Savage, in the thunder shower.",shower
17282,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"       Fair seed-time had my soul, and I grew up",up
17283,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Foster'd alike by beauty and by fear;,fear
17284,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Much favour'd in my birthplace, and no less",less
17285,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"In that beloved Vale to which, erelong,",erelong
17286,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,I was transplanted. Well I call to mind,mind
17287,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"('Twas at an early age, ere I had seen",seen
17288,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Nine summers) when upon the mountain slope,slope
17289,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The frost and breath of frosty wind had snapp'd,d
17290,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The last autumnal crocus, 'twas my joy",joy
17291,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,To wander half the night among the Cliffs,Cliffs
17292,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And the smooth Hollows, where the woodcocks ran",ran
17293,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Along the open turf. In thought and wish,wish
17294,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"That time, my shoulder all with springes hung,",hung
17295,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,I was a fell destroyer. On the heights,heights
17296,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Scudding away from snare to snare, I plied",plied
17297,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"My anxious visitation, hurrying on,",on
17298,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Still hurrying, hurrying onward; moon and stars",stars
17299,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Were shining o'er my head; I was alone,",alone
17300,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And seem'd to be a trouble to the peace,peace
17301,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,That was among them. Sometimes it befel,befel
17302,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"In these night-wanderings, that a strong desire",desire
17303,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"O'erpower'd my better reason, and the bird",bird
17304,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Which was the captive of another's toils,toils
17305,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Became my prey; and, when the deed was done",done
17306,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,I heard among the solitary hills,hills
17307,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Low breathings coming after me, and sounds",sounds
17308,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of undistinguishable motion, steps",steps
17309,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Almost as silent as the turf they trod.,trod
17310,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Nor less in springtime when on southern banks,banks
17311,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The shining sun had from his knot of leaves,leaves
17312,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Decoy'd the primrose flower, and when the Vales",Vales
17313,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And woods were warm, was I a plunderer then",then
17314,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"In the high places, on the lonesome peaks",peaks
17315,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Where'er, among the mountains and the winds,",winds
17316,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The Mother Bird had built her lodge. Though mean,mean
17317,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"My object, and inglorious, yet the end",end
17318,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Was not ignoble. Oh! when I have hung,hung
17319,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Above the raven's nest, by knots of grass",grass
17320,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And half-inch fissures in the slippery rock,rock
17321,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"But ill sustain'd, and almost, as it seem'd,",d
17322,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Suspended by the blast which blew amain,",amain
17323,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Shouldering the naked crag; Oh! at that time,",time
17324,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"While on the perilous ridge I hung alone,",alone
17325,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,With what strange utterance did the loud dry wind,wind
17326,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Blow through my ears! the sky seem'd not a sky,sky
17327,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of earth, and with what motion mov'd the clouds!",clouds
17328,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,       The mind of Man is fram'd even like the breath,breath
17329,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And harmony of music. There is a dark,dark
17330,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Invisible workmanship that reconciles,reconciles
17331,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Discordant elements, and makes them move",move
17332,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,In one society. Ah me! that all,all
17333,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The terrors, all the early miseries",miseries
17334,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Regrets, vexations, lassitudes, that all",all
17335,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The thoughts and feelings which have been infus'd,d
17336,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Into my mind, should ever have made up",up
17337,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The calm existence that is mine when I,I
17338,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Am worthy of myself! Praise to the end!,end
17339,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Thanks likewise for the means! But I believe,believe
17340,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"That Nature, oftentimes, when she would frame",frame
17341,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"A favor'd Being, from his earliest dawn",dawn
17342,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of infancy doth open out the clouds,",clouds
17343,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"As at the touch of lightning, seeking him",him
17344,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With gentlest visitation; not the less,",less
17345,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Though haply aiming at the self-same end,",end
17346,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Does it delight her sometimes to employ,employ
17347,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Severer interventions, ministry",ministry
17348,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"More palpable, and so she dealt with me.",me
17349,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,       One evening (surely I was led by her),her
17350,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"I went alone into a Shepherd's Boat,",Boat
17351,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,A Skiff that to a Willow tree was tied,tied
17352,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Within a rocky Cave, its usual home.",home
17353,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"'Twas by the shores of Patterdale, a Vale",Vale
17354,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Wherein I was a Stranger, thither come",come
17355,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"A School-boy Traveller, at the Holidays.",Holidays
17356,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Forth rambled from the Village Inn alone,alone
17357,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"No sooner had I sight of this small Skiff,",Skiff
17358,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Discover'd thus by unexpected chance,",chance
17359,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Than I unloos'd her tether and embark'd.,d
17360,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The moon was up, the Lake was shining clear",clear
17361,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Among the hoary mountains; from the Shore,Shore
17362,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"I push'd, and struck the oars and struck again",again
17363,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"In cadence, and my little Boat mov'd on",on
17364,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Even like a Man who walks with stately step,step
17365,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Though bent on speed. It was an act of stealth,stealth
17366,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And troubled pleasure; not without the voice,voice
17367,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of mountain-echoes did my Boat move on,",on
17368,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Leaving behind her still on either side,side
17369,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Small circles glittering idly in the moon,",moon
17370,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Until they melted all into one track,track
17371,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Of sparkling light. A rocky Steep uprose,uprose
17372,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Above the Cavern of the Willow tree,tree
17373,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And now, as suited one who proudly row'd",d
17374,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With his best skill, I fix'd a steady view",view
17375,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Upon the top of that same craggy ridge,",ridge
17376,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The bound of the horizon, for behind",behind
17377,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Was nothing but the stars and the grey sky.,sky
17378,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,She was an elfin Pinnace; lustily,lustily
17379,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"I dipp'd my oars into the silent Lake,",Lake
17380,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And, as I rose upon the stroke, my Boat",Boat
17381,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Went heaving through the water, like a Swan;",Swan
17382,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"When from behind that craggy Steep, till then",then
17383,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The bound of the horizon, a huge Cliff,",Cliff
17384,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"As if with voluntary power instinct,",instinct
17385,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Uprear'd its head. I struck, and struck again",again
17386,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And, growing still in stature, the huge Cliff",Cliff
17387,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Rose up between me and the stars, and still,",still
17388,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With measur'd motion, like a living thing,",thing
17389,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Strode after me. With trembling hands I turn'd,",d
17390,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And through the silent water stole my way,way
17391,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Back to the Cavern of the Willow tree.,tree
17392,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"There, in her mooring-place, I left my Bark,",Bark
17393,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And, through the meadows homeward went, with grave",grave
17394,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And serious thoughts; and after I had seen,seen
17395,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"That spectacle, for many days, my brain",brain
17396,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Work'd with a dim and undetermin'd sense,sense
17397,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Of unknown modes of being; in my thoughts,thoughts
17398,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"There was a darkness, call it solitude,",solitude
17399,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Or blank desertion, no familiar shapes",shapes
17400,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of hourly objects, images of trees,",trees
17401,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of sea or sky, no colours of green fields;",fields
17402,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,But huge and mighty Forms that do not live,live
17403,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Like living men mov'd slowly through the mind,mind
17404,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,By day and were the trouble of my dreams.,dreams
17405,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,       Wisdom and Spirit of the universe!,universe
17406,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Thou Soul that art the eternity of thought!,thought
17407,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,That giv'st to forms and images a breath,breath
17408,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And everlasting motion! not in vain,",vain
17409,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,By day or star-light thus from my first dawn,dawn
17410,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Of Childhood didst Thou intertwine for me,me
17411,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The passions that build up our human Soul,",Soul
17412,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Not with the mean and vulgar works of Man,",Man
17413,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"But with high objects, with enduring things,",things
17414,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With life and nature, purifying thus",thus
17415,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The elements of feeling and of thought,",thought
17416,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And sanctifying, by such discipline,",discipline
17417,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Both pain and fear, until we recognize",recognize
17418,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,A grandeur in the beatings of the heart.,heart
17419,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,       Nor was this fellowship vouchsaf'd to me,me
17420,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With stinted kindness. In November days,",days
17421,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"When vapours, rolling down the valleys, made",made
17422,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,A lonely scene more lonesome; among woods,woods
17423,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"At noon, and 'mid the calm of summer nights,",nights
17424,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"When, by the margin of the trembling Lake,",Lake
17425,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Beneath the gloomy hills I homeward went,went
17426,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"In solitude, such intercourse was mine;",mine
17427,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"'Twas mine among the fields both day and night,",night
17428,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And by the waters all the summer long.,long
17429,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"       And in the frosty season, when the sun",sun
17430,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Was set, and visible for many a mile",mile
17431,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The cottage windows through the twilight blaz'd,",d
17432,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,I heeded not the summons:—happy time,time
17433,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"It was, indeed, for all of us; to me",me
17434,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,It was a time of rapture: clear and loud,loud
17435,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The village clock toll'd six; I wheel'd about,",about
17436,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Proud and exulting, like an untired horse,",horse
17437,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"That cares not for its home.—All shod with steel,",steel
17438,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"We hiss'd along the polish'd ice, in games",games
17439,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Confederate, imitative of the chace",chace
17440,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And woodland pleasures, the resounding horn,",horn
17441,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The Pack loud bellowing, and the hunted hare.",hare
17442,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"So through the darkness and the cold we flew,",flew
17443,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And not a voice was idle; with the din,",din
17444,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Meanwhile, the precipices rang aloud,",aloud
17445,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The leafless trees, and every icy crag",crag
17446,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Tinkled like iron, while the distant hills",hills
17447,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Into the tumult sent an alien sound,sound
17448,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of melancholy, not unnoticed, while the stars,",stars
17449,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Eastward, were sparkling clear, and in the west",west
17450,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The orange sky of evening died away.,away
17451,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,       Not seldom from the uproar I retired,retired
17452,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Into a silent bay, or sportively",sportively
17453,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Glanced sideway, leaving the tumultuous throng,",throng
17454,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,To cut across the image of a star,star
17455,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,That gleam'd upon the ice: and oftentimes,oftentimes
17456,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"When we had given our bodies to the wind,",wind
17457,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And all the shadowy banks, on either side,",side
17458,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Came sweeping through the darkness, spinning still",still
17459,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The rapid line of motion; then at once,once
17460,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Have I, reclining back upon my heels,",heels
17461,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Stopp'd short, yet still the solitary Cliffs",Cliffs
17462,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Wheeled by me, even as if the earth had roll'd",d
17463,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,With visible motion her diurnal round;,round
17464,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Behind me did they stretch in solemn train,train
17465,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Feebler and feebler, and I stood and watch'd",d
17466,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Till all was tranquil as a dreamless sleep.,sleep
17467,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"       Ye Presences of Nature, in the sky",sky
17468,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And on the earth! Ye Visions of the hills!,hills
17469,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,And Souls of lonely places! can I think,think
17470,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,A vulgar hope was yours when Ye employ'd,d
17471,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Such ministry, when Ye through many a year",year
17472,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Haunting me thus among my boyish sports,",sports
17473,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"On caves and trees, upon the woods and hills,",hills
17474,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Impress'd upon all forms the characters,characters
17475,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of danger or desire, and thus did make",make
17476,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The surface of the universal earth,earth
17477,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With triumph, and delight, and hope, and fear,",fear
17478,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Work like a sea?,sea
17479,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"                                          Not uselessly employ'd,",d
17480,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,I might pursue this theme through every change,change
17481,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Of exercise and play, to which the year",year
17482,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Did summon us in its delightful round.,round
17483,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"       We were a noisy crew, the sun in heaven",heaven
17484,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Beheld not vales more beautiful than ours,",ours
17485,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Nor saw a race in happiness and joy,joy
17486,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,More worthy of the ground where they were sown.,sown
17487,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,I would record with no reluctant voice,voice
17488,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The woods of autumn and their hazel bowers,bowers
17489,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With milk-white clusters hung; the rod and line,",line
17490,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"True symbol of the foolishness of hope,",hope
17491,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Which with its strong enchantment led us on,on
17492,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"By rocks and pools, shut out from every star",star
17493,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"All the green summer, to forlorn cascades",cascades
17494,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Among the windings of the mountain brooks.,brooks
17495,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,—Unfading recollections! at this hour,hour
17496,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The heart is almost mine with which I felt,felt
17497,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"From some hill-top, on sunny afternoons",afternoons
17498,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The Kite high up among the fleecy clouds,clouds
17499,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Pull at its rein, like an impatient Courser,",Courser
17500,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Or, from the meadows sent on gusty days,",days
17501,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Beheld her breast the wind, then suddenly",suddenly
17502,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Dash'd headlong; and rejected by the storm.,storm
17503,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"       Ye lowly Cottages in which we dwelt,",dwelt
17504,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"A ministration of your own was yours,",yours
17505,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"A sanctity, a safeguard, and a love!",love
17506,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Can I forget you, being as ye were",were
17507,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,So beautiful among the pleasant fields,fields
17508,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,In which ye stood? Or can I here forget,forget
17509,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The plain and seemly countenance with which,which
17510,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Ye dealt out your plain comforts? Yet had ye,ye
17511,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Delights and exultations of your own.,own
17512,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Eager and never weary we pursued,pursued
17513,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Our home amusements by the warm peat-fire,fire
17514,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"At evening; when with pencil and with slate,",slate
17515,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"In square divisions parcell'd out, and all",all
17516,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With crosses and with cyphers scribbled o'er,",er
17517,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"We schemed and puzzled, head opposed to head",head
17518,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,In strife too humble to be named in Verse.,Verse
17519,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Or round the naked table, snow-white deal,",deal
17520,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Cherry or maple, sate in close array,",array
17521,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"And to the combat, Lu or Whist, led on",on
17522,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,thick-ribbed Army; not as in the world,world
17523,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Neglected and ungratefully thrown by,by
17524,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Even for the very service they had wrought,",wrought
17525,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,But husbanded through many a long campaign.,campaign
17526,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Uncouth assemblage was it, where no few",few
17527,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Had changed their functions, some, plebeian cards,",cards
17528,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Which Fate beyond the promise of their birth,birth
17529,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Had glorified, and call'd to represent",represent
17530,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,The persons of departed Potentates.,Potentates
17531,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,Oh! with what echoes on the Board they fell!,fell
17532,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Ironic Diamonds, Clubs, Hearts, Diamonds, Spades,",Spades
17533,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,A congregation piteously akin.,akin
17534,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Cheap matter did they give to boyish wit,",wit
17535,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Those sooty knaves, precipitated down",down
17536,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"With scoffs and taunts, like Vulcan out of Heaven,",Heaven
17537,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"The paramount Ace, a moon in her eclipse,",eclipse
17538,from The Prelude: Book 1: Childhood and School-time,William Wordsworth,"Queens, gleaming through their splendour's last decay,",decay
